,username,tweet
751,benshapiro,technological instrument necessary speech located essentially three company moving toward like minded censorship amazon control half public cloud infrastructure microsoft google avenue close
752,benshapiro,private company law free like always said solution censorship twitter alternative parler attempting whatever flaw
753,benshapiro,yet today medium celebrate amazon exactly parler tech bros making horrible dangerous moment significantly horrible dangerous consistent standard applied reactionary deplatforming name one side
754,benshapiro,imagine midst massive blm riot summer entire tech infrastructure deplatformed facebook used app plan event devolving violence people would rightly called insane act ideological fascism
755,benshapiro,
756,benshapiro,good news medium fringe group trump supporter stormed capitol medium go back slandering million people voted trump racist complicit overthrow republic calling silenced unity
757,benshapiro,jew begin reading book exodus shabbat terrific worthwhile book subject leon ka
758,benshapiro,categorical nonsense summer blm rioter ran roughshod nyc dc la chicago major city street renamed blm police department defunded corporate brand cheered politician marched solidarity
759,benshapiro,biden harris could provided moment unity everyone good conscience deplores riot capitol instead decided parrot woke bull police treated rioter kid glove would murdered en masse blm
760,benshapiro,double standard regard rioting medium good blm bad trump supporter egregious vice versa engage whataboutism
761,benshapiro,solution going twitter facebook crackdown renewal sense civic solidarity social fabric building long abandoned
762,benshapiro,happened yesterday absolutely horrifying disgusting see see attempt blame conservative trump voter action consistently overtly condemned politically motivated deliberately divisive drivel
763,benshapiro,horrible day country violent rioting inside capitol must met full brunt law
764,benshapiro,work end filibuster manchin person standing gap
765,benshapiro,talking manchin standing nuking filibuster filibuster nuked resulting flood far reaching legislation polarize country even
766,benshapiro,separation church state governor
767,benshapiro,strong word defense man showed girlfriend house girlfriend previously alleged digital rape proceeded resist arrest admitting holding knife word complete destruction freedom hong kong
768,benshapiro,west virginian senator joe manchin office number put speed dial may obstacle standing republic dissolution
769,benshapiro,would kill filibuster order revised vra would immediately properly challenged court based shelby county v holder merely signaling base
770,benshapiro,
771,benshapiro,next two year going primarily democrat legislative excess though egregious continuing tsunami cultural warfare confident empowered radicalized left
772,benshapiro,good morning seems nice today going check thermometer
773,benshapiro,wait mean biological men retain competitive advantage sport biological woman even taking injection crazy
774,benshapiro,word medium unbelievably egregiously dishonest knew
775,benshapiro,fully percent desantis state making second oldest state thus covid vulnerable state america contrast nj death per million ny rank th th percentage population age
776,benshapiro,bel edward pritzker whitmer wolf holcomb r reynolds r hutchinson r ducey r lujan grisham mcmaster r lee r sisolak kemp r desantis r
777,benshapiro,list governor preside state higher death per million rate fl ron desantis medium anointed public enemy murphy cuomo baker r raimondo lamont burgum r noem r reef r
778,benshapiro,fact raphael warnock man praised jeremiah wright louis farrakhan fidel castro stronger democratic candidate georgia say something ugly democrat supposed moral high ground
779,benshapiro,woman obviously deserves pulitzer
780,benshapiro,chinese government write
781,benshapiro,like slavery one hey look solved problem john c calhoun
782,benshapiro,
783,benshapiro,actual headline wachter encouraging government stop holding second dos abatement instead use vaccine dos happens correct
784,benshapiro,btw would quadruple amount vaccine circulation immediately
785,benshapiro,retrospectively completely overhaul cdc fda blew extraordinary fashion throughout course pandemic
786,benshapiro,tranche vaccine age end story give everybody possible ability give vaccine see e g dialysis center wasting dos idiotic concern prioritization looking cuomo
787,benshapiro,start tranching half dos nyt trial people age received two half dos produced identical immune response microgram dose dr slaoui said fda moderna looking
788,benshapiro,tranching covid vaccine disastrous happen immediately stop stockpiling second dos insane dos coming first dose provides level protection
789,benshapiro,trailer run hide fight
790,benshapiro,begin
791,benshapiro,comment story holiday break story vile nyt vile cancel culture vile
792,benshapiro,
793,benshapiro,let u say amen awomen agenderisamalleableconceptunconnectedtobiologicalsexandyetsomehowalsoabiologicalimperative
794,benshapiro,incredibly already dumber
795,benshapiro,public sector union scourge republic
796,benshapiro,somehow giant bag covid failure medium hero ron desantis true villain
797,benshapiro,
798,benshapiro,wtaf
799,benshapiro,georgia voter remember pelosi schumer combination full scale disaster area
800,benshapiro,amen biblical hebrew word word simply meaning may nothing word man woman hebrew dumbest ever seen life
801,benshapiro,serious allegation voting irregularity must investigated constitution place ability overturn certified electoral result hand either vp majority congress since dems house effective strategy either
802,benshapiro,back jordan
